date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:08:23	2026/2026	---M--	200	added ('OK')	application/javascript	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/js/custom.js	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/js/custom.js	(from https://registroacademico.catolica.edu.sv/)
10:08:24	4000217/4000217	---M--	200	added ('OK')	image/png	etag:%2205e37eadaf4d11:0%22	https://registroacademico.catolica.edu.sv/rsc/slide_img/regi05.png	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/slide_img/regi05.png	(from https://registroacademico.catolica.edu.sv/)
10:08:24	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/glyphicons-halflings-regular.eot	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/glyphicons-halflings-regular.eot	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/bootstrap.min.css)
10:08:25	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/glyphicons-halflings-regular.eot?	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/bootstrap.min.css)
10:08:25	23320/23320	---M--	200	added ('OK')	font/x-woff	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/glyphicons-halflings-regular.woff	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/glyphicons-halflings-regular.woff	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/bootstrap.min.css)
10:08:26	41280/41280	---M--	200	added ('OK')	application/octet-stream	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/glyphicons-halflings-regular.ttf	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/glyphicons-halflings-regular.ttf	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/bootstrap.min.css)
10:08:27	62926/62926	---M--	200	added ('OK')	image/svg+xml	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/glyphicons-halflings-regular.svg	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/glyphicons-halflings-regular.svg	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/bootstrap.min.css)
10:08:27	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/fontawesome-webfont.eot?v=4.2.0	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/fontawesome-webfont78ce.eot	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/font-awesome.min.css)
10:08:28	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/fontawesome-webfont.eot?	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/fontawesome-webfontd41d.eot	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/font-awesome.min.css)
10:08:29	65452/65452	---M--	200	added ('OK')	font/x-woff	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/fontawesome-webfont.woff?v=4.2.0	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/fontawesome-webfont78ce.woff	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/font-awesome.min.css)
10:08:29	112160/112160	---M--	200	added ('OK')	application/octet-stream	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/fontawesome-webfont78ce.ttf	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/font-awesome.min.css)
10:08:30	287007/287007	---M--	200	added ('OK')	image/svg+xml	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/fontawesome-webfont.svg?v=4.2.0	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/fontawesome-webfont78ce.svg	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/font-awesome.min.css)
10:08:31	20216/20216	---M--	200	added ('OK')	font/x-woff	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/OpenSans-400.woff	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/OpenSans-400.woff	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/style.css)
10:08:31	19720/19720	---M--	200	added ('OK')	font/x-woff	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/fonts/Varela-400.woff	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/fonts/Varela-400.woff	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/style.css)
10:08:32	1741/1741	---M--	200	added ('OK')	image/png	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/css/images/pattern-bg.png	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/css/images/pattern-bg.png	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/style.css)
10:08:33	3208/3208	---M--	200	added ('OK')	image/gif	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/css/images/status.gif	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/css/images/status.gif	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/style.css)
10:08:33	2833/2833	---M--	200	added ('OK')	image/png	etag:%22013c4dcccbd11:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/css/images/header_dot.png	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/css/images/header_dot.png	(from https://registroacademico.catolica.edu.sv/rsc/assets/css/style.css)
10:08:35	96446/96446	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%226e3ef7ab9dfd71:0%22	https://registroacademico.catolica.edu.sv/rsc/docs/edit_forms/SOLICITUD_RETIRO_CICLO.docx	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/docs/edit_forms/SOLICITUD_RETIRO_CICLO.docx	(from https://registroacademico.catolica.edu.sv/Home/tramitesv20)
10:08:35	102255/102255	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22806898337143d61:0%22	https://registroacademico.catolica.edu.sv/rsc/docs/edit_forms/SOLICITUD_DOCUMENTOS.docx	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/docs/edit_forms/SOLICITUD_DOCUMENTOS.docx	(from https://registroacademico.catolica.edu.sv/Home/tramitesv20)
10:08:36	77767/77767	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%223b11cbbabbdfd71:0%22	https://registroacademico.catolica.edu.sv/rsc/docs/edit_forms/SOLICITUD_CONSEJO_ACADEMICO.docx	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/docs/edit_forms/SOLICITUD_CONSEJO_ACADEMICO.docx	(from https://registroacademico.catolica.edu.sv/Home/tramitesv20)
10:08:36	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20May%202023%2016:22:11%20GMT	https://registroacademico.catolica.edu.sv/rsc/favicon.ico	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/favicon.3b.delayed	(from https://registroacademico.catolica.edu.sv/rsc/Facultades/Carreras_Humanidades.html)
10:08:37	4463/4463	---M--	200	added ('OK')	text/css	etag:%2280665ec4e9e8d11:0%22	https://registroacademico.catolica.edu.sv/rsc/Facultades/css/demo.css	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/Facultades/css/demo.css	(from https://registroacademico.catolica.edu.sv/rsc/Facultades/Carreras_Humanidades.html)
10:08:38	3052/3052	---M--	200	added ('OK')	text/css	etag:%2280665ec4e9e8d11:0%22	https://registroacademico.catolica.edu.sv/rsc/Facultades/css/style.css	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/Facultades/css/style.css	(from https://registroacademico.catolica.edu.sv/rsc/Facultades/Carreras_Humanidades.html)
10:08:38	6503/6503	---M--	200	added ('OK')	application/javascript	etag:%2280665ec4e9e8d11:0%22	https://registroacademico.catolica.edu.sv/rsc/Facultades/js/modernizr.custom.29473.js	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/Facultades/js/modernizr.custom.29473.js	(from https://registroacademico.catolica.edu.sv/rsc/Facultades/Carreras_Humanidades.html)
10:08:39	77338/77338	---M--	200	added ('OK')	image/png	etag:%2280665ec4e9e8d11:0%22	https://registroacademico.catolica.edu.sv/rsc/Facultades/images/logoU.png	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/Facultades/images/logoU.png	(from https://registroacademico.catolica.edu.sv/rsc/Facultades/Carreras_Humanidades.html)
10:08:40	35128/35128	---M--	200	added ('OK')	text/css	etag:%2280efd3b02be9d11:0%22	https://registroacademico.catolica.edu.sv/rsc/font-awesome-4.6.3/css/font-awesome.css	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/font-awesome-4.6.3/css/font-awesome.css	(from https://registroacademico.catolica.edu.sv/Home/ccsn_sv_eeuu)
10:08:41	29062/29062	---M--	200	added ('OK')	text/css	etag:%2280efd3b02be9d11:0%22	https://registroacademico.catolica.edu.sv/rsc/font-awesome-4.6.3/css/font-awesome.min.css	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/font-awesome-4.6.3/css/font-awesome.min.css	(from https://registroacademico.catolica.edu.sv/Home/ccsn_sv_eeuu)
10:08:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20May%202023%2016:08:40%20GMT	http://cdn.jsdelivr.net/jquery/1/jquery.min.js	C:/UNICAES/cdn.jsdelivr.net/jquery/1/jquery.min.42.delayed	(from https://registroacademico.catolica.edu.sv/Home/contactos)
10:08:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20May%202023%2016:08:42%20GMT	http://cdn.jsdelivr.net/momentjs/latest/moment.min.js	C:/UNICAES/cdn.jsdelivr.net/momentjs/latest/moment.min.js	(from https://registroacademico.catolica.edu.sv/Home/contactos)
10:08:43	97163/97163	---M-Z	200	added ('OK')	application/javascript	etag:W/%2217b8b-Wp3PvvZVomaOeLrr6qjcb0HY2rs%22	https://cdn.jsdelivr.net/jquery/1/jquery.min.js	C:/UNICAES/cdn.jsdelivr.net/jquery/1/jquery.min.js	(from https://registroacademico.catolica.edu.sv/Home/contactos)
10:08:43	51465/51465	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c909-Mv32cwvjRTjgk3jsbMVSKdmnAVE%22	https://cdn.jsdelivr.net/momentjs/latest/moment.min.js	C:/UNICAES/cdn.jsdelivr.net/momentjs/latest/moment.min.js	(from https://registroacademico.catolica.edu.sv/Home/contactos)
10:08:44	112574/112574	---M--	200	added ('OK')	application/javascript	etag:%220755e8720bad21:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/js/moment.min.js	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/js/moment.min.js	(from https://registroacademico.catolica.edu.sv/Home/contactos)
10:08:44	71282/71282	---M--	200	added ('OK')	application/javascript	etag:%22801635721fbad21:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/js/daterangepicker.js	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/js/daterangepicker.js	(from https://registroacademico.catolica.edu.sv/Home/contactos)
10:08:45	1785/1785	---M--	200	added ('OK')	text/css	etag:%2280577c8d3b91d21:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/css/to-do.css	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/css/to-do.css	(from https://registroacademico.catolica.edu.sv/Home/graduacion)
10:08:46	241260/241260	---M--	200	added ('OK')	application/pdf	etag:%2280a631201ead61:0%22	https://registroacademico.catolica.edu.sv/rsc/docs/req_mined01.pdf	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/docs/req_mined01.pdf	(from https://registroacademico.catolica.edu.sv/Home/graduacion)
10:08:46	112623/112623	---M--	200	added ('OK')	application/pdf	etag:%2280a631201ead61:0%22	https://registroacademico.catolica.edu.sv/rsc/docs/req_mined02.pdf	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/docs/req_mined02.pdf	(from https://registroacademico.catolica.edu.sv/Home/graduacion)
10:08:47	319248/319248	---M--	200	added ('OK')	application/pdf	etag:%225f5654851ead61:0%22	https://registroacademico.catolica.edu.sv/rsc/docs/Aranceles_pre.pdf	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/docs/Aranceles_pre.pdf	(from https://registroacademico.catolica.edu.sv/Home/graduacion)
10:08:48	72765/72765	---M--	200	added ('OK')	application/pdf	etag:%2280af75a4961d61:0%22	https://registroacademico.catolica.edu.sv/rsc/docs/apertura_gradu01.pdf	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/docs/apertura_gradu01.pdf	(from https://registroacademico.catolica.edu.sv/Home/graduacion)
10:08:48	562/562	---M--	200	added ('OK')	text/css	etag:%220e317741c91d21:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/boostrap/mychange.css	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/boostrap/mychange.css	(from https://registroacademico.catolica.edu.sv/Home/calendario01)
10:08:49	27811/27811	---M--	200	added ('OK')	application/javascript	etag:%22033b49445bd21:0%22	https://registroacademico.catolica.edu.sv/rsc/assets/boostrap/bootstrap.min.js	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/assets/boostrap/bootstrap.min.js	(from https://registroacademico.catolica.edu.sv/Home/calendario01)
10:08:50	114533/114533	---M--	200	added ('OK')	image/png	etag:%224a98c23b3a3d81:0%22	https://registroacademico.catolica.edu.sv/rsc/images/cal01.PNG	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/images/cal01.png	(from https://registroacademico.catolica.edu.sv/Home/calendario01)
10:08:51	123556/123556	---M--	200	added ('OK')	image/png	etag:%22cf11d503a3d81:0%22	https://registroacademico.catolica.edu.sv/rsc/images/cal02.PNG	C:/UNICAES/registroacademico.catolica.edu.sv/rsc/images/cal02.png	(from https://registroacademico.catolica.edu.sv/Home/calendario01)
